,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
5453,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,288000,USD,288000,United States of America,Totally Remote,United States of America,Medium
2096,2023,Senior-level/ Expert,Full-time,Data Engineer,288000,USD,288000,United States of America,Totally Remote,United States of America,Medium
3400,2023,Senior-level/ Expert,Full-time,ML Engineer,287700,USD,287700,United States of America,Not at all,United States of America,Large
2630,2023,Mid-level /Intermediate,Full-time,Machine Learning Engineer,287500,USD,287500,Australia,Not at all,Australia,Medium
2931,2023,Mid-level /Intermediate,Full-time,Machine Learning Engineer,287500,USD,287500,Australia,Not at all,Australia,Medium
16,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,287500,USD,287500,United States of America,Not at all,United States of America,Medium
4740,2023,Executive-level / Director,Full-time,Data Engineer,286000,USD,286000,United States of America,Totally Remote,United States of America,Medium
5723,2023,Senior-level/ Expert,Full-time,Data Scientist,285800,USD,285800,United States of America,Totally Remote,United States of America,Medium
3884,2023,Senior-level/ Expert,Full-time,Data Scientist,285800,USD,285800,United States of America,Not at all,United States of America,Medium
3967,2023,Senior-level/ Expert,Full-time,Data Architect,285000,USD,285000,United States of America,Totally Remote,United States of America,Medium
2465,2023,Senior-level/ Expert,Full-time,Data Scientist,285000,USD,285000,United States of America,Totally Remote,United States of America,Medium
246,2023,Mid-level /Intermediate,Full-time,Machine Learning Engineer,285000,USD,285000,United States of America,Not at all,United States of America,Large
4188,2023,Senior-level/ Expert,Full-time,Research Scientist,285000,USD,285000,United States of America,Not at all,United States of America,Medium
3192,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,285000,USD,285000,United States of America,Not at all,United States of America,Medium
3420,2023,Senior-level/ Expert,Full-time,Data Engineer,285000,USD,285000,United States of America,Not at all,United States of America,Medium
3914,2023,Senior-level/ Expert,Full-time,Data Engineer,284310,USD,284310,United States of America,Not at all,United States of America,Medium
5535,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,284310,USD,284310,United States of America,Not at all,United States of America,Medium
1389,2023,Senior-level/ Expert,Full-time,Data Engineer,284310,USD,284310,United States of America,Not at all,United States of America,Medium
1932,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,284050,USD,284050,United States of America,Not at all,United States of America,Medium
3159,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,284000,USD,284000,United States of America,Totally Remote,United States of America,Medium
5593,2023,Executive-level / Director,Full-time,Data Engineer,284000,USD,284000,United States of America,Totally Remote,United States of America,Medium
3122,2023,Senior-level/ Expert,Full-time,Deep Learning Engineer,283780,USD,283780,United States of America,Not at all,United States of America,Medium
3141,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,283780,USD,283780,United States of America,Not at all,United States of America,Medium
2899,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,283780,USD,283780,United States of America,Not at all,United States of America,Medium
1848,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,283780,USD,283780,United States of America,Not at all,United States of America,Medium
2879,2023,Senior-level/ Expert,Full-time,Deep Learning Engineer,283780,USD,283780,United States of America,Not at all,United States of America,Medium
3128,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,283780,USD,283780,United States of America,Not at all,United States of America,Medium
2889,2023,Senior-level/ Expert,Full-time,Data Engineer,283780,USD,283780,United States of America,Not at all,United States of America,Medium
3120,2023,Senior-level/ Expert,Full-time,Data Engineer,283780,USD,283780,United States of America,Not at all,United States of America,Medium
4389,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,283200,USD,283200,United States of America,Totally Remote,United States of America,Medium
3850,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,283200,USD,283200,United States of America,Not at all,United States of America,Medium
3985,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,283200,USD,283200,United States of America,Not at all,United States of America,Medium
3109,2023,Senior-level/ Expert,Full-time,Data Scientist,283000,USD,283000,United States of America,Not at all,United States of America,Medium
337,2023,Senior-level/ Expert,Full-time,Data Engineer,282000,USD,282000,United States of America,Not at all,United States of America,Medium
127,2023,Senior-level/ Expert,Full-time,Data Engineer,282000,USD,282000,United States of America,Not at all,United States of America,Medium
1838,2023,Senior-level/ Expert,Full-time,Data Scientist,281000,USD,281000,Canada,Not at all,Canada,Medium
3951,2023,Senior-level/ Expert,Full-time,Research Engineer,281000,USD,281000,United States of America,Not at all,United States of America,Medium
2049,2023,Senior-level/ Expert,Full-time,Data Scientist,281000,USD,281000,Canada,Not at all,Canada,Medium
3965,2023,Senior-level/ Expert,Full-time,Data Scientist,281000,USD,281000,Canada,Not at all,Canada,Medium
4225,2023,Senior-level/ Expert,Full-time,Data Scientist,280830,USD,280830,Canada,Totally Remote,Canada,Medium
4593,2023,Mid-level /Intermediate,Full-time,Machine Learning Engineer,280700,USD,280700,United States of America,Totally Remote,United States of America,Medium
1844,2023,Senior-level/ Expert,Full-time,Data Engineer,280600,USD,280600,United States of America,Not at all,United States of America,Medium
2051,2023,Senior-level/ Expert,Full-time,Data Engineer,280600,USD,280600,United States of America,Not at all,United States of America,Medium
4345,2023,Senior-level/ Expert,Full-time,Data Architect,280100,USD,280100,United States of America,Totally Remote,United States of America,Medium
3505,2023,Senior-level/ Expert,Full-time,Data Architect,280100,USD,280100,United States of America,Totally Remote,United States of America,Medium
41,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,280000,USD,280000,United States of America,Not at all,United States of America,Medium
1547,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,280000,USD,280000,United States of America,Not at all,United States of America,Medium
779,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,280000,USD,280000,United States of America,Not at all,United States of America,Medium
4343,2023,Senior-level/ Expert,Full-time,Computer Vision Engineer,280000,USD,280000,United States of America,Not at all,United States of America,Medium
2655,2023,Senior-level/ Expert,Full-time,Data Analyst,280000,USD,280000,United States of America,Not at all,United States of America,Medium
192,2023,Senior-level/ Expert,Full-time,Machine Learning Scientist,280000,USD,280000,United States of America,Totally Remote,United States of America,Medium
3537,2023,Mid-level /Intermediate,Full-time,Research Scientist,280000,USD,280000,United Kingdom (Great Britain),Somthimes,United Kingdom (Great Britain),Large
4170,2023,Senior-level/ Expert,Full-time,Computer Vision Engineer,280000,USD,280000,United States of America,Not at all,United States of America,Medium
3004,2023,Senior-level/ Expert,Full-time,Research Scientist,278700,USD,278700,United States of America,Not at all,United States of America,Medium
1878,2023,Senior-level/ Expert,Full-time,Data Scientist,278700,USD,278700,United States of America,Not at all,United States of America,Medium
2876,2023,Senior-level/ Expert,Full-time,Data Scientist,278700,USD,278700,United States of America,Not at all,United States of America,Medium
2708,2023,Senior-level/ Expert,Full-time,Data Scientist,278700,USD,278700,United States of America,Not at all,United States of America,Medium
168,2023,Senior-level/ Expert,Full-time,Research Scientist,278700,USD,278700,United States of America,Not at all,United States of America,Medium
2378,2023,Senior-level/ Expert,Full-time,Data Engineer,278300,USD,278300,United States of America,Not at all,United States of America,Medium
3553,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,278000,USD,278000,United States of America,Not at all,United States of America,Medium
4026,2023,Senior-level/ Expert,Full-time,Data Scientist,277500,USD,277500,United States of America,Not at all,United States of America,Medium
2544,2023,Senior-level/ Expert,Full-time,Data Scientist,277300,USD,277300,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
297,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,276000,USD,276000,United States of America,Not at all,United States of America,Medium
5030,2023,Senior-level/ Expert,Full-time,Data Engineer,276000,USD,276000,United States of America,Totally Remote,United States of America,Medium
7812,2021,Senior-level/ Expert,Full-time,Lead Data Engineer,276000,USD,276000,United States of America,Not at all,United States of America,Large
5688,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,276000,USD,276000,United States of America,Not at all,United States of America,Medium
1759,2023,Senior-level/ Expert,Full-time,Data Scientist,275500,USD,275500,United States of America,Not at all,United States of America,Medium
4833,2023,Senior-level/ Expert,Full-time,Data Scientist,275300,USD,275300,United States of America,Totally Remote,United States of America,Medium
4319,2023,Senior-level/ Expert,Full-time,Data Scientist,275300,USD,275300,United States of America,Totally Remote,United States of America,Medium
3618,2023,Senior-level/ Expert,Full-time,Data Engineer,275300,USD,275300,United States of America,Totally Remote,United States of America,Medium
